vivienda_key,tipo_vivienda_cod,tipo_vivienda,material_pared_cod,material_pared,material_piso_cod,material_piso,material_techo_cod,material_techo,tenencia_vivienda_cod,tenencia_vivienda
557,4.0,Vivienda en casa de vecindad,3.0,Adobe,6.0,Tierra,3.0,Tejas,1,Alquilada
558,1.0,Casa independiente,4.0,Tapia,2.0,"Láminas asfálticas, vinílicos o similares",2.0,Madera,2,Propia totalmente pagada
559,1.0,Casa independiente,7.0,Madera,5.0,Cemento,7.0,Paja u hojas de palmera,6,Cedida por otro hogar o institución
560,1.0,Casa independiente,7.0,Madera,6.0,Tierra,6.0,"Triplay, estera o carrizo",6,Cedida por otro hogar o institución
561,3.0,Vivienda en quinta,5.0,Quincha,5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
562,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",1.0,Concreto armado,2,Propia totalmente pagada
563,1.0,Casa independiente,9.0,Otro material,6.0,Tierra,8.0,Otro material,2,Propia totalmente pagada
564,1.0,Casa independiente,5.0,Quincha,6.0,Tierra,6.0,"Triplay, estera o carrizo",6,Cedida por otro hogar o institución
565,4.0,Vivienda en casa de vecindad,8.0,"Triplay, calamina o estera",6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
566,4.0,Vivienda en casa de vecindad,4.0,Tapia,4.0,Madera,3.0,Tejas,1,Alquilada
567,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
568,1.0,Casa independiente,3.0,Adobe,2.0,"Láminas asfálticas, vinílicos o similares",1.0,Concreto armado,2,Propia totalmente pagada
569,1.0,Casa independiente,3.0,Adobe,1.0,Parquet o madera pulida,3.0,Tejas,1,Alquilada
570,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,5.0,Caña o estera con torta de barro o cemento,1,Alquilada
571,6.0,Vivienda improvisada,9.0,Otro material,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
572,1.0,Casa independiente,9.0,Otro material,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
573,6.0,Vivienda improvisada,7.0,Madera,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
574,3.0,Vivienda en quinta,3.0,Adobe,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
575,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,2.0,Madera,7,Otra forma
576,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,3.0,Tejas,2,Propia totalmente pagada
577,3.0,Vivienda en quinta,3.0,Adobe,5.0,Cemento,1.0,Concreto armado,1,Alquilada
578,1.0,Casa independiente,8.0,"Triplay, calamina o estera",6.0,Tierra,8.0,Otro material,2,Propia totalmente pagada
579,1.0,Casa independiente,3.0,Adobe,1.0,Parquet o madera pulida,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
580,1.0,Casa independiente,8.0,"Triplay, calamina o estera",6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
581,5.0,Choza o cabaña,7.0,Madera,4.0,Madera,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
582,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,2.0,"Láminas asfálticas, vinílicos o similares",2.0,Madera,2,Propia totalmente pagada
583,4.0,Vivienda en casa de vecindad,7.0,Madera,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
584,1.0,Casa independiente,3.0,Adobe,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
585,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,2.0,Madera,1,Alquilada
586,1.0,Casa independiente,8.0,"Triplay, calamina o estera",5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
587,1.0,Casa independiente,9.0,Otro material,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
588,1.0,Casa independiente,9.0,Otro material,4.0,Madera,2.0,Madera,6,Cedida por otro hogar o institución
589,2.0,Departamento en edificio,2.0,Piedra o sillar con cal o cemento,5.0,Cemento,1.0,Concreto armado,6,Cedida por otro hogar o institución
590,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
591,4.0,Vivienda en casa de vecindad,8.0,"Triplay, calamina o estera",4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
592,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",7,Otra forma
593,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,3.0,Tejas,7,Otra forma
594,3.0,Vivienda en quinta,7.0,Madera,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
595,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,2.0,"Láminas asfálticas, vinílicos o similares",1.0,Concreto armado,5,Cedida por centro de trabajo
596,1.0,Casa independiente,6.0,Piedra con barro,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
597,1.0,Casa independiente,5.0,Quincha,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",7,Otra forma
598,6.0,Vivienda improvisada,7.0,Madera,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
599,1.0,Casa independiente,7.0,Madera,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
600,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
601,5.0,Choza o cabaña,9.0,Otro material,6.0,Tierra,8.0,Otro material,2,Propia totalmente pagada
602,4.0,Vivienda en casa de vecindad,3.0,Adobe,4.0,Madera,3.0,Tejas,6,Cedida por otro hogar o institución
603,4.0,Vivienda en casa de vecindad,2.0,Piedra o sillar con cal o cemento,5.0,Cemento,1.0,Concreto armado,6,Cedida por otro hogar o institución
604,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
605,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,3.0,Tejas,6,Cedida por otro hogar o institución
606,1.0,Casa independiente,7.0,Madera,5.0,Cemento,2.0,Madera,3,Propia por invasión
607,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",3.0,Tejas,6,Cedida por otro hogar o institución
608,3.0,Vivienda en quinta,7.0,Madera,5.0,Cemento,2.0,Madera,6,Cedida por otro hogar o institución
609,6.0,Vivienda improvisada,9.0,Otro material,6.0,Tierra,8.0,Otro material,2,Propia totalmente pagada
610,1.0,Casa independiente,3.0,Adobe,2.0,"Láminas asfálticas, vinílicos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
611,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,1.0,Concreto armado,2,Propia totalmente pagada
612,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,6.0,Tierra,3.0,Tejas,6,Cedida por otro hogar o institución
613,4.0,Vivienda en casa de vecindad,8.0,"Triplay, calamina o estera",6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
614,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,4.0,Madera,3.0,Tejas,6,Cedida por otro hogar o institución
615,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,1.0,Concreto armado,4,Propia comprándola a plazos
616,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,5.0,Cemento,2.0,Madera,1,Alquilada
617,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",1.0,Concreto armado,5,Cedida por centro de trabajo
618,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,5.0,Caña o estera con torta de barro o cemento,6,Cedida por otro hogar o institución
619,1.0,Casa independiente,7.0,Madera,4.0,Madera,7.0,Paja u hojas de palmera,6,Cedida por otro hogar o institución
620,1.0,Casa independiente,7.0,Madera,1.0,Parquet o madera pulida,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
621,5.0,Choza o cabaña,7.0,Madera,4.0,Madera,8.0,Otro material,6,Cedida por otro hogar o institución
622,1.0,Casa independiente,7.0,Madera,6.0,Tierra,3.0,Tejas,3,Propia por invasión
623,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,4.0,Madera,1.0,Concreto armado,3,Propia por invasión
624,1.0,Casa independiente,8.0,"Triplay, calamina o estera",7.0,Otro material,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
625,4.0,Vivienda en casa de vecindad,4.0,Tapia,4.0,Madera,2.0,Madera,1,Alquilada
626,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
627,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,7.0,Paja u hojas de palmera,6,Cedida por otro hogar o institución
628,1.0,Casa independiente,5.0,Quincha,6.0,Tierra,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
629,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,8.0,Otro material,2,Propia totalmente pagada
630,1.0,Casa independiente,9.0,Otro material,7.0,Otro material,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
631,4.0,Vivienda en casa de vecindad,7.0,Madera,6.0,Tierra,2.0,Madera,1,Alquilada
632,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,8.0,Otro material,1,Alquilada
633,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,6.0,Tierra,2.0,Madera,1,Alquilada
634,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",7,Otra forma
635,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,6.0,Tierra,3.0,Tejas,2,Propia totalmente pagada
636,4.0,Vivienda en casa de vecindad,4.0,Tapia,5.0,Cemento,3.0,Tejas,1,Alquilada
637,1.0,Casa independiente,3.0,Adobe,6.0,Tierra,1.0,Concreto armado,6,Cedida por otro hogar o institución
638,1.0,Casa independiente,9.0,Otro material,5.0,Cemento,8.0,Otro material,3,Propia por invasión
639,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,1.0,Concreto armado,7,Otra forma
640,3.0,Vivienda en quinta,3.0,Adobe,4.0,Madera,3.0,Tejas,1,Alquilada
641,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
642,4.0,Vivienda en casa de vecindad,4.0,Tapia,6.0,Tierra,2.0,Madera,1,Alquilada
643,1.0,Casa independiente,7.0,Madera,6.0,Tierra,2.0,Madera,2,Propia totalmente pagada
644,1.0,Casa independiente,5.0,Quincha,6.0,Tierra,6.0,"Triplay, estera o carrizo",2,Propia totalmente pagada
645,4.0,Vivienda en casa de vecindad,9.0,Otro material,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
646,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
647,4.0,Vivienda en casa de vecindad,4.0,Tapia,6.0,Tierra,3.0,Tejas,6,Cedida por otro hogar o institución
648,5.0,Choza o cabaña,9.0,Otro material,6.0,Tierra,6.0,"Triplay, estera o carrizo",6,Cedida por otro hogar o institución
649,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,8.0,Otro material,1,Alquilada
650,2.0,Departamento en edificio,3.0,Adobe,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
651,3.0,Vivienda en quinta,3.0,Adobe,5.0,Cemento,1.0,Concreto armado,4,Propia comprándola a plazos
652,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,5,Cedida por centro de trabajo
653,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,3.0,Tejas,5,Cedida por centro de trabajo
654,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,2.0,"Láminas asfálticas, vinílicos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
655,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
656,1.0,Casa independiente,4.0,Tapia,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",7,Otra forma
657,4.0,Vivienda en casa de vecindad,4.0,Tapia,4.0,Madera,2.0,Madera,6,Cedida por otro hogar o institución
658,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,4.0,Madera,1.0,Concreto armado,2,Propia totalmente pagada
659,1.0,Casa independiente,9.0,Otro material,2.0,"Láminas asfálticas, vinílicos o similares",1.0,Concreto armado,2,Propia totalmente pagada
660,1.0,Casa independiente,5.0,Quincha,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
661,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,7.0,Otro material,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
662,1.0,Casa independiente,7.0,Madera,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
663,1.0,Casa independiente,6.0,Piedra con barro,6.0,Tierra,3.0,Tejas,6,Cedida por otro hogar o institución
664,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,2.0,Madera,6,Cedida por otro hogar o institución
665,-1.0,No especificado,-1.0,No especificado,-1.0,No especificado,-1.0,No especificado,3,Propia por invasión
666,4.0,Vivienda en casa de vecindad,3.0,Adobe,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
667,1.0,Casa independiente,4.0,Tapia,3.0,"Losetas, terrazos o similares",3.0,Tejas,2,Propia totalmente pagada
668,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",1.0,Concreto armado,7,Otra forma
669,1.0,Casa independiente,3.0,Adobe,4.0,Madera,3.0,Tejas,5,Cedida por centro de trabajo
670,1.0,Casa independiente,3.0,Adobe,5.0,Cemento,3.0,Tejas,5,Cedida por centro de trabajo
671,5.0,Choza o cabaña,9.0,Otro material,6.0,Tierra,8.0,Otro material,6,Cedida por otro hogar o institución
672,4.0,Vivienda en casa de vecindad,3.0,Adobe,4.0,Madera,2.0,Madera,1,Alquilada
673,4.0,Vivienda en casa de vecindad,5.0,Quincha,5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,6,Cedida por otro hogar o institución
674,4.0,Vivienda en casa de vecindad,3.0,Adobe,6.0,Tierra,2.0,Madera,6,Cedida por otro hogar o institución
675,1.0,Casa independiente,4.0,Tapia,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
676,1.0,Casa independiente,4.0,Tapia,1.0,Parquet o madera pulida,3.0,Tejas,2,Propia totalmente pagada
677,1.0,Casa independiente,4.0,Tapia,5.0,Cemento,1.0,Concreto armado,2,Propia totalmente pagada
678,1.0,Casa independiente,4.0,Tapia,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
679,1.0,Casa independiente,9.0,Otro material,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",4,Propia comprándola a plazos
680,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
681,1.0,Casa independiente,3.0,Adobe,1.0,Parquet o madera pulida,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
682,1.0,Casa independiente,7.0,Madera,4.0,Madera,2.0,Madera,6,Cedida por otro hogar o institución
683,1.0,Casa independiente,3.0,Adobe,2.0,"Láminas asfálticas, vinílicos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
684,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,2.0,"Láminas asfálticas, vinílicos o similares",1.0,Concreto armado,2,Propia totalmente pagada
685,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,8.0,Otro material,1,Alquilada
686,1.0,Casa independiente,3.0,Adobe,2.0,"Láminas asfálticas, vinílicos o similares",1.0,Concreto armado,6,Cedida por otro hogar o institución
687,1.0,Casa independiente,8.0,"Triplay, calamina o estera",7.0,Otro material,5.0,Caña o estera con torta de barro o cemento,6,Cedida por otro hogar o institución
688,1.0,Casa independiente,3.0,Adobe,4.0,Madera,5.0,Caña o estera con torta de barro o cemento,6,Cedida por otro hogar o institución
689,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,1.0,Parquet o madera pulida,1.0,Concreto armado,1,Alquilada
690,1.0,Casa independiente,7.0,Madera,5.0,Cemento,1.0,Concreto armado,2,Propia totalmente pagada
691,3.0,Vivienda en quinta,3.0,Adobe,3.0,"Losetas, terrazos o similares",2.0,Madera,1,Alquilada
692,1.0,Casa independiente,9.0,Otro material,6.0,Tierra,5.0,Caña o estera con torta de barro o cemento,6,Cedida por otro hogar o institución
693,1.0,Casa independiente,8.0,"Triplay, calamina o estera",5.0,Cemento,8.0,Otro material,6,Cedida por otro hogar o institución
694,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,8.0,Otro material,2,Propia totalmente pagada
695,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,6.0,"Triplay, estera o carrizo",1,Alquilada
696,1.0,Casa independiente,7.0,Madera,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
697,1.0,Casa independiente,8.0,"Triplay, calamina o estera",7.0,Otro material,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
698,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,5.0,Cemento,8.0,Otro material,2,Propia totalmente pagada
699,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,4.0,Madera,2.0,Madera,6,Cedida por otro hogar o institución
700,4.0,Vivienda en casa de vecindad,9.0,Otro material,4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
701,1.0,Casa independiente,8.0,"Triplay, calamina o estera",4.0,Madera,4.0,"Planchas de calamina, fibra de cemento o similares",5,Cedida por centro de trabajo
702,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
703,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,4.0,Madera,2.0,Madera,1,Alquilada
704,-1.0,No especificado,-1.0,No especificado,-1.0,No especificado,-1.0,No especificado,7,Otra forma
705,4.0,Vivienda en casa de vecindad,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
706,1.0,Casa independiente,7.0,Madera,5.0,Cemento,5.0,Caña o estera con torta de barro o cemento,1,Alquilada
707,1.0,Casa independiente,7.0,Madera,5.0,Cemento,3.0,Tejas,2,Propia totalmente pagada
708,4.0,Vivienda en casa de vecindad,5.0,Quincha,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
709,4.0,Vivienda en casa de vecindad,6.0,Piedra con barro,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
710,1.0,Casa independiente,2.0,Piedra o sillar con cal o cemento,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
711,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,5.0,Cemento,2.0,Madera,2,Propia totalmente pagada
712,3.0,Vivienda en quinta,5.0,Quincha,3.0,"Losetas, terrazos o similares",2.0,Madera,1,Alquilada
713,1.0,Casa independiente,5.0,Quincha,3.0,"Losetas, terrazos o similares",2.0,Madera,6,Cedida por otro hogar o institución
714,3.0,Vivienda en quinta,7.0,Madera,3.0,"Losetas, terrazos o similares",2.0,Madera,6,Cedida por otro hogar o institución
715,1.0,Casa independiente,3.0,Adobe,2.0,"Láminas asfálticas, vinílicos o similares",2.0,Madera,6,Cedida por otro hogar o institución
716,1.0,Casa independiente,7.0,Madera,5.0,Cemento,8.0,Otro material,2,Propia totalmente pagada
717,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",3.0,Tejas,1,Alquilada
718,4.0,Vivienda en casa de vecindad,4.0,Tapia,4.0,Madera,2.0,Madera,2,Propia totalmente pagada
719,1.0,Casa independiente,4.0,Tapia,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",7,Otra forma
720,1.0,Casa independiente,4.0,Tapia,4.0,Madera,7.0,Paja u hojas de palmera,2,Propia totalmente pagada
721,2.0,Departamento en edificio,7.0,Madera,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
722,1.0,Casa independiente,4.0,Tapia,7.0,Otro material,3.0,Tejas,2,Propia totalmente pagada
723,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,6.0,Tierra,1.0,Concreto armado,6,Cedida por otro hogar o institución
724,1.0,Casa independiente,4.0,Tapia,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",7,Otra forma
725,1.0,Casa independiente,5.0,Quincha,6.0,Tierra,3.0,Tejas,2,Propia totalmente pagada
726,1.0,Casa independiente,7.0,Madera,5.0,Cemento,6.0,"Triplay, estera o carrizo",2,Propia totalmente pagada
727,6.0,Vivienda improvisada,9.0,Otro material,5.0,Cemento,8.0,Otro material,2,Propia totalmente pagada
728,1.0,Casa independiente,3.0,Adobe,1.0,Parquet o madera pulida,1.0,Concreto armado,2,Propia totalmente pagada
729,1.0,Casa independiente,7.0,Madera,3.0,"Losetas, terrazos o similares",2.0,Madera,1,Alquilada
730,2.0,Departamento en edificio,1.0,Ladrillo o bloque de cemento,4.0,Madera,1.0,Concreto armado,1,Alquilada
731,3.0,Vivienda en quinta,1.0,Ladrillo o bloque de cemento,3.0,"Losetas, terrazos o similares",2.0,Madera,1,Alquilada
732,1.0,Casa independiente,4.0,Tapia,1.0,Parquet o madera pulida,4.0,"Planchas de calamina, fibra de cemento o similares",2,Propia totalmente pagada
733,1.0,Casa independiente,7.0,Madera,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",5,Cedida por centro de trabajo
734,3.0,Vivienda en quinta,3.0,Adobe,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
735,1.0,Casa independiente,3.0,Adobe,4.0,Madera,1.0,Concreto armado,2,Propia totalmente pagada
736,1.0,Casa independiente,5.0,Quincha,6.0,Tierra,8.0,Otro material,3,Propia por invasión
737,1.0,Casa independiente,9.0,Otro material,6.0,Tierra,6.0,"Triplay, estera o carrizo",6,Cedida por otro hogar o institución
738,4.0,Vivienda en casa de vecindad,3.0,Adobe,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
739,1.0,Casa independiente,4.0,Tapia,6.0,Tierra,3.0,Tejas,1,Alquilada
740,1.0,Casa independiente,9.0,Otro material,6.0,Tierra,5.0,Caña o estera con torta de barro o cemento,2,Propia totalmente pagada
741,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,3.0,Tejas,1,Alquilada
742,1.0,Casa independiente,1.0,Ladrillo o bloque de cemento,6.0,Tierra,3.0,Tejas,6,Cedida por otro hogar o institución
743,1.0,Casa independiente,7.0,Madera,3.0,"Losetas, terrazos o similares",4.0,"Planchas de calamina, fibra de cemento o similares",3,Propia por invasión
744,4.0,Vivienda en casa de vecindad,9.0,Otro material,5.0,Cemento,4.0,"Planchas de calamina, fibra de cemento o similares",1,Alquilada
745,4.0,Vivienda en casa de vecindad,7.0,Madera,6.0,Tierra,4.0,"Planchas de calamina, fibra de cemento o similares",6,Cedida por otro hogar o institución
